2022-02-16 16:23:30,0
2022-02-16 16:23:45,0
2022-02-16 16:24:00,
2022-02-16 16:24:15,
2022-02-16 16:24:30,
2022-02-16 16:24:45,
2022-02-16 16:25:00,
2022-02-16 16:25:15,
2022-02-16 16:25:30,0
2022-02-16 16:25:45,0
2022-02-16 16:26:00,0
2022-02-16 16:26:15,0
2022-02-16 16:26:30,
2022-02-16 16:26:45,
2022-02-16 16:27:00,
2022-02-16 16:27:15,
2022-02-16 16:27:30,
2022-02-16 16:27:45,98228
2022-02-16 16:28:00,104158
2022-02-16 16:28:15,104158
2022-02-16 16:28:30,52736
2022-02-16 16:28:45,59602
2022-02-16 16:29:00,59602
2022-02-16 16:29:15,59602
2022-02-16 16:29:30,5171641
2022-02-16 16:29:45,5193897
2022-02-16 16:30:00,5193897
2022-02-16 16:30:15,5193897
2022-02-16 16:30:30,4716252
2022-02-16 16:30:45,4716252
2022-02-16 16:31:00,4248525
2022-02-16 16:31:15,4248525
2022-02-16 16:31:30,3733738
2022-02-16 16:31:45,3733738
2022-02-16 16:32:00,3210341
2022-02-16 16:32:15,3210341
2022-02-16 16:32:30,2647876
2022-02-16 16:32:45,2647876
2022-02-16 16:33:00,2117978
2022-02-16 16:33:15,2117978
2022-02-16 16:33:30,1545869
2022-02-16 16:33:45,1545869
2022-02-16 16:34:00,1000488
2022-02-16 16:34:15,1000488
2022-02-16 16:34:30,261567
2022-02-16 16:34:45,261567
2022-02-16 16:35:00,17448
2022-02-16 16:35:15,17448
2022-02-16 16:35:30,16253
2022-02-16 16:35:45,16253
2022-02-16 16:36:00,15835
2022-02-16 16:36:15,15835
2022-02-16 16:36:30,14674
2022-02-16 16:36:45,14674
2022-02-16 16:37:00,13930
2022-02-16 16:37:15,13930
2022-02-16 16:37:30,10569
2022-02-16 16:37:45,10569
2022-02-16 16:38:00,9479
2022-02-16 16:38:15,9479
2022-02-16 16:38:30,5496
2022-02-16 16:38:45,5496
2022-02-16 16:39:00,5017
2022-02-16 16:39:15,5017
2022-02-16 16:39:30,4514
2022-02-16 16:39:45,4514
2022-02-16 16:40:00,2435
2022-02-16 16:40:15,2435
2022-02-16 16:40:30,898
2022-02-16 16:40:45,898
2022-02-16 16:41:00,219
2022-02-16 16:41:15,256
2022-02-16 16:41:30,24910393
2022-02-16 16:41:45,24910393
2022-02-16 16:42:00,24910393
2022-02-16 16:42:15,24910393
2022-02-16 16:42:30,22912918
2022-02-16 16:42:45,22912918
2022-02-16 16:43:00,24951289
2022-02-16 16:43:15,24951289
2022-02-16 16:43:30,24951289
2022-02-16 16:43:45,24951289
2022-02-16 16:44:00,22984778
2022-02-16 16:44:15,22984778
2022-02-16 16:44:30,20993127
2022-02-16 16:44:45,20993127
2022-02-16 16:45:00,19006112
2022-02-16 16:45:15,19006112
2022-02-16 16:45:30,17043860
2022-02-16 16:45:45,17043860
2022-02-16 16:46:00,15111722
2022-02-16 16:46:15,15111722
2022-02-16 16:46:30,13205662
2022-02-16 16:46:45,13205662
2022-02-16 16:47:00,11351732
2022-02-16 16:47:15,11351732
2022-02-16 16:47:30,9543256
2022-02-16 16:47:45,9543256
2022-02-16 16:48:00,7799661
2022-02-16 16:48:15,7799661
2022-02-16 16:48:30,6106932
2022-02-16 16:48:45,6106932
2022-02-16 16:49:00,4492352
2022-02-16 16:49:15,4492352
2022-02-16 16:49:30,3017272
2022-02-16 16:49:45,3017272
2022-02-16 16:50:00,1567599
2022-02-16 16:50:15,1567599
2022-02-16 16:50:30,200192
2022-02-16 16:50:45,200192
2022-02-16 16:51:00,15621
2022-02-16 16:51:15,17439
2022-02-16 16:51:30,17481
2022-02-16 16:51:45,19674
2022-02-16 16:52:00,24153
2022-02-16 16:52:15,24153
2022-02-16 16:52:30,24490
2022-02-16 16:52:45,42635
2022-02-16 16:53:00,42635
2022-02-16 16:53:15,42635
2022-02-16 16:53:30,27304
2022-02-16 16:53:45,30336
2022-02-16 16:54:00,32545
2022-02-16 16:54:15,32545
2022-02-16 16:54:30,32545
2022-02-16 16:54:45,48368
2022-02-16 16:55:00,54958
2022-02-16 16:55:15,73008
2022-02-16 16:55:30,86837
2022-02-16 16:55:45,200753
2022-02-16 16:56:00,390992
2022-02-16 16:56:15,575095
2022-02-16 16:56:30,752222
2022-02-16 16:56:45,1030766
2022-02-16 16:57:00,1377632
2022-02-16 16:57:15,1749457
2022-02-16 16:57:30,2125417
2022-02-16 16:57:45,2612136
2022-02-16 16:58:00,3161042
2022-02-16 16:58:15,3723090
2022-02-16 16:58:30,4270007
2022-02-16 16:58:45,4950482
2022-02-16 16:59:00,5702904
2022-02-16 16:59:15,6445762
2022-02-16 16:59:30,7194739
2022-02-16 16:59:45,8078287
2022-02-16 17:00:00,9028571
2022-02-16 17:00:15,9961432
2022-02-16 17:00:30,10936925
2022-02-16 17:00:45,11989737
2022-02-16 17:01:00,13150269
2022-02-16 17:01:15,14292276
2022-02-16 17:01:30,15320136
2022-02-16 17:01:45,16208022
2022-02-16 17:02:00,17134508
2022-02-16 17:02:15,17940557
2022-02-16 17:02:30,18808804
2022-02-16 17:02:45,19608962
2022-02-16 17:03:00,20431217
2022-02-16 17:03:15,21111054
2022-02-16 17:03:30,21854209
2022-02-16 17:03:45,22553791
2022-02-16 17:04:00,23457223
2022-02-16 17:04:15,24209687
2022-02-16 17:04:30,24924812
2022-02-16 17:04:45,25777577
2022-02-16 17:05:00,26576898
2022-02-16 17:05:15,27262105
2022-02-16 17:05:30,27987557
2022-02-16 17:05:45,28657366
2022-02-16 17:06:00,29428094
2022-02-16 17:06:15,30188929
2022-02-16 17:06:30,31136943
2022-02-16 17:06:45,31976006
2022-02-16 17:07:00,32902369
2022-02-16 17:07:15,33653162
2022-02-16 17:07:30,34273275
2022-02-16 17:07:45,35064239
2022-02-16 17:08:00,35321567
2022-02-16 17:08:15,35321567
2022-02-16 17:08:30,35218662
2022-02-16 17:08:45,35218662
2022-02-16 17:09:00,33247901
2022-02-16 17:09:15,33247901
2022-02-16 17:09:30,31267285
2022-02-16 17:09:45,31267285
2022-02-16 17:10:00,29284434
2022-02-16 17:10:15,29284434
2022-02-16 17:10:30,27549682
2022-02-16 17:10:45,27549682
2022-02-16 17:11:00,27007098
2022-02-16 17:11:15,27007098
2022-02-16 17:11:30,26457050
2022-02-16 17:11:45,26457050
2022-02-16 17:12:00,25913051
2022-02-16 17:12:15,25913051
2022-02-16 17:12:30,25372213
2022-02-16 17:12:45,25372213
2022-02-16 17:13:00,24861446
2022-02-16 17:13:15,24861446
2022-02-16 17:13:30,24325606
2022-02-16 17:13:45,24325606
2022-02-16 17:14:00,23783190
2022-02-16 17:14:15,23783190
2022-02-16 17:14:30,23233912
2022-02-16 17:14:45,23233912
2022-02-16 17:15:00,22726650
2022-02-16 17:15:15,22726650
2022-02-16 17:15:30,22209111
2022-02-16 17:15:45,22209111
2022-02-16 17:16:00,21678710
2022-02-16 17:16:15,21678710
2022-02-16 17:16:30,21102947
2022-02-16 17:16:45,21102947
2022-02-16 17:17:00,20308660
2022-02-16 17:17:15,131245071
2022-02-16 17:17:30,131245071
2022-02-16 17:17:45,131245071
2022-02-16 17:18:00,131245071
2022-02-16 17:18:15,130195914
2022-02-16 17:18:30,130195914
2022-02-16 17:18:45,128955092
2022-02-16 17:19:00,128955092
2022-02-16 17:19:15,127673137
2022-02-16 17:19:30,127673137
2022-02-16 17:19:45,126239577
2022-02-16 17:20:00,126239577
2022-02-16 17:20:15,124769564
2022-02-16 17:20:30,124769564
2022-02-16 17:20:45,123167536
2022-02-16 17:21:00,123167536
2022-02-16 17:21:15,121557753
2022-02-16 17:21:30,121557753
2022-02-16 17:21:45,119824623
2022-02-16 17:22:00,119824623
2022-02-16 17:22:15,118078086
2022-02-16 17:22:30,118078086
2022-02-16 17:22:45,116235131
2022-02-16 17:23:00,116235131
2022-02-16 17:23:15,114399119
2022-02-16 17:23:30,114399119

